########## REPORT GEN: 2 ##########
SPECIES: 
Toca           		Mean: 323.97 		Best: 941.16 		N:3
Taylor         		Mean: 232.17 		Best: 948.91 		N:4
Lockridge      		Mean: 153.08 		Best: 948.91 		N:6
Higginbotham   		Mean: 113.16 		Best: 935.4 		N:8
Robinson       		Mean: 460.01 		Best: 935.37 		N:2
Moffatt        		Mean: 227.24 		Best: 933.43 		N:4
Gaunt          		Mean: 183.26 		Best: 933.14 		N:5
Ulrich         		Mean: 150.99 		Best: 931.25 		N:6
Smith          		Mean: 100.81 		Best: 927.91 		N:9
Henley         		Mean: 182.19 		Best: 923.68 		N:5
Green          		Mean: 224.99 		Best: 901.52 		N:4
Priddy         		Mean: 225.2 		Best: 901.52 		N:4
Scoggins       		Mean: 150.33 		Best: 901.52 		N:6
Blackburn      		Mean: 180.6 		Best: 901.52 		N:5
Smith          		Mean: 149.86 		Best: 901.52 		N:6

########## REPORT GEN: 165 ##########
SPECIES: 
Lockridge      		Mean: 186.59 		Best: 948.91 		N:5
Ulrich         		Mean: 101.18 		Best: 948.91 		N:9
Higginbotham   		Mean: 227.35 		Best: 935.4 		N:4
Robinson       		Mean: 460.01 		Best: 935.37 		N:2
Smith          		Mean: 129.37 		Best: 935.37 		N:7
Green          		Mean: 151.94 		Best: 933.53 		N:6
Moffatt        		Mean: 113.09 		Best: 933.43 		N:8
Gaunt          		Mean: 152.36 		Best: 933.14 		N:6
Priddy         		Mean: 100.45 		Best: 927.91 		N:9
Henley         		Mean: 152.17 		Best: 923.68 		N:6
Taylor         		Mean: 225.52 		Best: 901.52 		N:4
Scoggins       		Mean: 225.49 		Best: 901.52 		N:4
Blackburn      		Mean: 129.12 		Best: 901.52 		N:7
Smith          		Mean: 179.69 		Best: 898.38 		N:5

########## REPORT GEN: 166 ##########
SPECIES: 
Lockridge      		Mean: 115.93 		Best: 948.91 		N:8
Taylor         		Mean: 182.24 		Best: 948.91 		N:5
Higginbotham   		Mean: 113.1 		Best: 935.4 		N:8
Robinson       		Mean: 152.21 		Best: 935.37 		N:6
Moffatt        		Mean: 227.24 		Best: 933.43 		N:4
Gaunt          		Mean: 152.34 		Best: 933.14 		N:6
Smith          		Mean: 130.8 		Best: 933.53 		N:7
Ulrich         		Mean: 129.21 		Best: 931.25 		N:7
Henley         		Mean: 152.12 		Best: 923.68 		N:6
Smith          		Mean: 302.7 		Best: 919.44 		N:3
Green          		Mean: 179.83 		Best: 901.52 		N:5
Scoggins       		Mean: 112.77 		Best: 901.52 		N:8
Blackburn      		Mean: 180.67 		Best: 901.52 		N:5
Priddy         		Mean: 224.59 		Best: 898.38 		N:4

########## REPORT GEN: 167 ##########
SPECIES: 
Taylor         		Mean: 230.62 		Best: 948.91 		N:4
Ulrich         		Mean: 114.52 		Best: 948.91 		N:8
Higginbotham   		Mean: 227.31 		Best: 935.4 		N:4
Smith          		Mean: 182.3 		Best: 935.37 		N:5
Robinson       		Mean: 130.69 		Best: 935.37 		N:7
Moffatt        		Mean: 113.19 		Best: 933.43 		N:8
Gaunt          		Mean: 151.34 		Best: 933.14 		N:6
Priddy         		Mean: 113.61 		Best: 933.05 		N:8
Lockridge      		Mean: 227.14 		Best: 929.5 		N:4
Smith          		Mean: 180.94 		Best: 928.04 		N:5
Henley         		Mean: 151.42 		Best: 923.68 		N:6
Green          		Mean: 128.48 		Best: 901.52 		N:7
Scoggins       		Mean: 150.37 		Best: 901.52 		N:6
Blackburn      		Mean: 180.32 		Best: 901.52 		N:5

########## REPORT GEN: 168 ##########
SPECIES: 
Taylor         		Mean: 101.59 		Best: 948.91 		N:9
Ulrich         		Mean: 91.8 		Best: 948.91 		N:10
Higginbotham   		Mean: 113.08 		Best: 935.4 		N:8
Smith          		Mean: 152.14 		Best: 935.37 		N:6
Moffatt        		Mean: 227.63 		Best: 933.43 		N:4
Gaunt          		Mean: 151.35 		Best: 933.14 		N:6
Priddy         		Mean: 113.41 		Best: 933.05 		N:8
Lockridge      		Mean: 303.86 		Best: 929.5 		N:3
Henley         		Mean: 150.71 		Best: 923.68 		N:6
Smith          		Mean: 179.85 		Best: 901.52 		N:5
Robinson       		Mean: 149.94 		Best: 901.52 		N:6
Scoggins       		Mean: 150.38 		Best: 901.52 		N:6
Blackburn      		Mean: 128.81 		Best: 901.52 		N:7
Green          		Mean: 299.48 		Best: 898.38 		N:3

########## REPORT GEN: 169 ##########
SPECIES: 
Taylor         		Mean: 129.78 		Best: 948.91 		N:7
Ulrich         		Mean: 230.56 		Best: 948.91 		N:4
Higginbotham   		Mean: 227.36 		Best: 935.4 		N:4
Smith          		Mean: 181.37 		Best: 935.37 		N:5
Moffatt        		Mean: 113.29 		Best: 933.43 		N:8
Gaunt          		Mean: 151.36 		Best: 933.14 		N:6
Smith          		Mean: 151.57 		Best: 933.05 		N:6
Priddy         		Mean: 151.46 		Best: 929.64 		N:6
Henley         		Mean: 150.71 		Best: 923.68 		N:6
Robinson       		Mean: 128.44 		Best: 901.52 		N:7
Scoggins       		Mean: 150.39 		Best: 901.52 		N:6
Blackburn      		Mean: 180.35 		Best: 901.52 		N:5
Lockridge      		Mean: 224.65 		Best: 898.44 		N:4
Green          		Mean: 179.72 		Best: 898.38 		N:5

########## REPORT GEN: 170 ##########
SPECIES: 
Taylor         		Mean: 113.26 		Best: 948.91 		N:8
Ulrich         		Mean: 131.95 		Best: 948.91 		N:7
Lockridge      		Mean: 114.5 		Best: 948.91 		N:8
Higginbotham   		Mean: 113.1 		Best: 935.4 		N:8
Robinson       		Mean: 129.22 		Best: 935.37 		N:7
Moffatt        		Mean: 227.64 		Best: 933.43 		N:4
Gaunt          		Mean: 151.37 		Best: 933.14 		N:6
Priddy         		Mean: 182.53 		Best: 933.05 		N:5
Henley         		Mean: 150.72 		Best: 923.68 		N:6
Smith          		Mean: 179.88 		Best: 901.52 		N:5
Scoggins       		Mean: 150.4 		Best: 901.52 		N:6
Blackburn      		Mean: 128.83 		Best: 901.52 		N:7
Smith          		Mean: 99.85 		Best: 898.38 		N:9
Green          		Mean: 179.69 		Best: 898.38 		N:5

########## REPORT GEN: 171 ##########
SPECIES: 
Taylor         		Mean: 183.63 		Best: 948.91 		N:5
Ulrich         		Mean: 151.7 		Best: 948.91 		N:6
Lockridge      		Mean: 183.54 		Best: 948.91 		N:5
Higginbotham   		Mean: 181.52 		Best: 935.4 		N:5
Robinson       		Mean: 129.24 		Best: 935.37 		N:7
Moffatt        		Mean: 113.28 		Best: 933.43 		N:8
Gaunt          		Mean: 129.62 		Best: 933.14 		N:7
Green          		Mean: 181.28 		Best: 933.05 		N:5
Smith          		Mean: 150.62 		Best: 929.64 		N:6
Henley         		Mean: 129.11 		Best: 923.68 		N:7
Smith          		Mean: 128.43 		Best: 901.52 		N:7
Scoggins       		Mean: 128.94 		Best: 901.52 		N:7
Blackburn      		Mean: 150.31 		Best: 901.52 		N:6
Priddy         		Mean: 99.86 		Best: 898.4 		N:9

########## REPORT GEN: 172 ##########
SPECIES: 
Taylor         		Mean: 129.88 		Best: 948.91 		N:7
Ulrich         		Mean: 183.35 		Best: 948.91 		N:5
Higginbotham   		Mean: 113.12 		Best: 935.4 		N:8
Smith          		Mean: 150.91 		Best: 935.37 		N:6
Moffatt        		Mean: 181.78 		Best: 933.43 		N:5
Smith          		Mean: 229.28 		Best: 933.19 		N:4
Gaunt          		Mean: 151.41 		Best: 932.89 		N:6
Green          		Mean: 100.22 		Best: 929.64 		N:9
Lockridge      		Mean: 82.24 		Best: 929.5 		N:11
Henley         		Mean: 150.74 		Best: 923.68 		N:6
Robinson       		Mean: 149.96 		Best: 901.52 		N:6
Scoggins       		Mean: 150.41 		Best: 901.52 		N:6
Blackburn      		Mean: 128.84 		Best: 901.52 		N:7
Priddy         		Mean: 149.8 		Best: 898.38 		N:6

########## REPORT GEN: 173 ##########
SPECIES: 
Ulrich         		Mean: 114.06 		Best: 948.91 		N:8
Lockridge      		Mean: 101.26 		Best: 948.91 		N:9
Higginbotham   		Mean: 183.0 		Best: 935.4 		N:5
Smith          		Mean: 129.29 		Best: 935.37 		N:7
Moffatt        		Mean: 113.29 		Best: 933.43 		N:8
Green          		Mean: 100.33 		Best: 933.19 		N:9
Gaunt          		Mean: 129.64 		Best: 932.89 		N:7
Priddy         		Mean: 302.97 		Best: 929.64 		N:3
Henley         		Mean: 129.12 		Best: 923.68 		N:7
Robinson       		Mean: 128.43 		Best: 901.52 		N:7
Scoggins       		Mean: 128.93 		Best: 901.52 		N:7
Blackburn      		Mean: 150.34 		Best: 901.52 		N:6
Smith          		Mean: 128.39 		Best: 898.38 		N:7
Taylor         		Mean: 449.39 		Best: 898.32 		N:2

########## REPORT GEN: 174 ##########
SPECIES: 
Ulrich         		Mean: 151.66 		Best: 948.91 		N:6
Taylor         		Mean: 228.49 		Best: 948.91 		N:4
Higginbotham   		Mean: 129.37 		Best: 935.4 		N:7
Robinson       		Mean: 304.53 		Best: 935.37 		N:3
Moffatt        		Mean: 227.68 		Best: 933.43 		N:4
Smith          		Mean: 227.05 		Best: 933.19 		N:4
Gaunt          		Mean: 181.9 		Best: 932.89 		N:5
Priddy         		Mean: 129.41 		Best: 929.64 		N:7
Henley         		Mean: 181.09 		Best: 923.68 		N:5
Lockridge      		Mean: 301.76 		Best: 907.84 		N:3
Scoggins       		Mean: 180.51 		Best: 901.52 		N:5
Blackburn      		Mean: 150.33 		Best: 901.52 		N:6
Smith          		Mean: 128.35 		Best: 898.38 		N:7
Green          		Mean: 224.63 		Best: 898.38 		N:4

########## REPORT GEN: 175 ##########
SPECIES: 
Taylor         		Mean: 130.81 		Best: 948.91 		N:7
Lockridge      		Mean: 102.04 		Best: 948.91 		N:9
Higginbotham   		Mean: 227.37 		Best: 935.4 		N:4
Robinson       		Mean: 227.55 		Best: 935.37 		N:4
Smith          		Mean: 151.07 		Best: 935.37 		N:6
Moffatt        		Mean: 113.29 		Best: 933.43 		N:8
Priddy         		Mean: 113.48 		Best: 933.19 		N:8
Gaunt          		Mean: 151.41 		Best: 932.89 		N:6
Henley         		Mean: 151.34 		Best: 923.68 		N:6
Scoggins       		Mean: 150.46 		Best: 901.52 		N:6
Blackburn      		Mean: 180.41 		Best: 901.52 		N:5
Ulrich         		Mean: 179.79 		Best: 898.78 		N:5
Green          		Mean: 149.75 		Best: 898.38 		N:6
Smith          		Mean: 149.8 		Best: 898.38 		N:6

########## REPORT GEN: 176 ##########
SPECIES: 
Taylor         		Mean: 306.1 		Best: 948.91 		N:3
Ulrich         		Mean: 90.56 		Best: 948.91 		N:10
Green          		Mean: 100.87 		Best: 937.4 		N:9
Higginbotham   		Mean: 113.69 		Best: 935.4 		N:8
Robinson       		Mean: 101.0 		Best: 935.37 		N:9
Moffatt        		Mean: 183.68 		Best: 934.78 		N:5
Hickman        		Mean: 304.74 		Best: 932.89 		N:3
Smith          		Mean: 112.97 		Best: 930.07 		N:8
Lockridge      		Mean: 150.67 		Best: 929.14 		N:6
Henley         		Mean: 150.73 		Best: 923.68 		N:6
Gaunt          		Mean: 300.67 		Best: 901.52 		N:3
Scoggins       		Mean: 150.44 		Best: 901.52 		N:6
Blackburn      		Mean: 112.73 		Best: 901.52 		N:8
Smith          		Mean: 179.73 		Best: 898.4 		N:5

########## REPORT GEN: 177 ##########
SPECIES: 
Ulrich         		Mean: 114.69 		Best: 948.91 		N:8
Green          		Mean: 307.87 		Best: 937.4 		N:3
Higginbotham   		Mean: 227.39 		Best: 935.4 		N:4
Smith          		Mean: 227.26 		Best: 935.37 		N:4
Moffatt        		Mean: 129.87 		Best: 934.78 		N:7
Hickman        		Mean: 227.87 		Best: 932.89 		N:4
Gaunt          		Mean: 113.36 		Best: 932.89 		N:8
Henley         		Mean: 150.74 		Best: 923.68 		N:6
Taylor         		Mean: 224.88 		Best: 901.52 		N:4
Scoggins       		Mean: 150.41 		Best: 901.52 		N:6
Blackburn      		Mean: 225.38 		Best: 901.52 		N:4
Smith          		Mean: 179.83 		Best: 899.03 		N:5
Robinson       		Mean: 128.37 		Best: 898.38 		N:7
Lockridge      		Mean: 179.75 		Best: 898.3 		N:5

########## REPORT GEN: 178 ##########
SPECIES: 
Lockridge      		Mean: 113.29 		Best: 948.91 		N:8
Green          		Mean: 151.93 		Best: 937.4 		N:6
Higginbotham   		Mean: 113.68 		Best: 935.4 		N:8
Robinson       		Mean: 181.4 		Best: 935.37 		N:5
Moffatt        		Mean: 183.27 		Best: 934.78 		N:5
Hickman        		Mean: 151.4 		Best: 932.89 		N:6
Gaunt          		Mean: 152.41 		Best: 932.89 		N:6
Smith          		Mean: 150.66 		Best: 923.83 		N:6
Henley         		Mean: 182.04 		Best: 923.91 		N:5
Ulrich         		Mean: 179.92 		Best: 901.52 		N:5
Smith          		Mean: 128.44 		Best: 901.52 		N:7
Scoggins       		Mean: 180.52 		Best: 901.52 		N:5
Blackburn      		Mean: 112.73 		Best: 901.52 		N:8
Taylor         		Mean: 179.85 		Best: 900.67 		N:5

########## REPORT GEN: 179 ##########
SPECIES: 
Lockridge      		Mean: 151.61 		Best: 948.91 		N:6
Green          		Mean: 130.44 		Best: 937.4 		N:7
Robinson       		Mean: 113.04 		Best: 935.37 		N:8
Higginbotham   		Mean: 182.1 		Best: 935.16 		N:5
Moffatt        		Mean: 114.43 		Best: 934.78 		N:8
Hickman        		Mean: 101.17 		Best: 932.89 		N:9
Gaunt          		Mean: 183.34 		Best: 932.89 		N:5
Taylor         		Mean: 82.1 		Best: 927.42 		N:11
Henley         		Mean: 113.74 		Best: 923.68 		N:8
Smith          		Mean: 149.87 		Best: 901.52 		N:6
Smith          		Mean: 179.84 		Best: 901.52 		N:5
Scoggins       		Mean: 112.83 		Best: 901.52 		N:8
Blackburn      		Mean: 180.36 		Best: 901.52 		N:5
Ulrich         		Mean: 224.66 		Best: 898.3 		N:4

########## REPORT GEN: 180 ##########
SPECIES: 
Lockridge      		Mean: 82.24 		Best: 948.91 		N:11
Ulrich         		Mean: 130.33 		Best: 948.91 		N:7
Green          		Mean: 151.01 		Best: 937.4 		N:6
Robinson       		Mean: 129.3 		Best: 935.37 		N:7
Higginbotham   		Mean: 100.65 		Best: 935.16 		N:9
Moffatt        		Mean: 181.87 		Best: 934.78 		N:5
Hickman        		Mean: 131.74 		Best: 933.33 		N:7
Gaunt          		Mean: 130.41 		Best: 932.89 		N:7
Smith          		Mean: 129.14 		Best: 927.84 		N:7
Henley         		Mean: 181.07 		Best: 923.68 		N:5
Scoggins       		Mean: 180.55 		Best: 901.52 		N:5
Blackburn      		Mean: 112.7 		Best: 901.52 		N:8
Taylor         		Mean: 224.81 		Best: 900.67 		N:4
Smith          		Mean: 149.76 		Best: 898.39 		N:6

########## REPORT GEN: 181 ##########
SPECIES: 
Ulrich         		Mean: 182.26 		Best: 948.91 		N:5
Taylor         		Mean: 151.46 		Best: 948.91 		N:6
Metcalf        		Mean: 311.96 		Best: 948.91 		N:3
Green          		Mean: 129.26 		Best: 937.4 		N:7
Smith          		Mean: 129.23 		Best: 935.37 		N:7
Higginbotham   		Mean: 227.37 		Best: 935.16 		N:4
Moffatt        		Mean: 100.67 		Best: 934.78 		N:9
Hickman        		Mean: 230.0 		Best: 933.33 		N:4
Gaunt          		Mean: 113.38 		Best: 932.89 		N:8
Smith          		Mean: 150.8 		Best: 927.84 		N:6
Lockridge      		Mean: 129.04 		Best: 927.42 		N:7
Henley         		Mean: 112.91 		Best: 923.68 		N:8
Robinson       		Mean: 149.84 		Best: 901.52 		N:6
Scoggins       		Mean: 112.84 		Best: 901.52 		N:8
Blackburn      		Mean: 180.11 		Best: 901.52 		N:5

########## REPORT GEN: 182 ##########
SPECIES: 
Ulrich         		Mean: 115.6 		Best: 948.91 		N:8
Taylor         		Mean: 230.2 		Best: 948.91 		N:4
Metcalf        		Mean: 153.63 		Best: 948.91 		N:6
Smith          		Mean: 151.0 		Best: 937.4 		N:6
Smith          		Mean: 113.0 		Best: 935.37 		N:8
Higginbotham   		Mean: 113.1 		Best: 935.16 		N:8
Moffatt        		Mean: 227.79 		Best: 934.78 		N:4
Hickman        		Mean: 91.67 		Best: 933.33 		N:10
Green          		Mean: 181.26 		Best: 927.84 		N:5
Henley         		Mean: 226.68 		Best: 923.68 		N:4
Gaunt          		Mean: 451.05 		Best: 901.52 		N:2
Robinson       		Mean: 299.79 		Best: 901.52 		N:3
Scoggins       		Mean: 225.61 		Best: 901.52 		N:4
Blackburn      		Mean: 128.53 		Best: 901.52 		N:7
Lockridge      		Mean: 149.8 		Best: 899.28 		N:6

########## REPORT GEN: 183 ##########
SPECIES: 
Ulrich         		Mean: 306.02 		Best: 948.91 		N:3
Metcalf        		Mean: 151.89 		Best: 948.91 		N:6
Lockridge      		Mean: 184.35 		Best: 948.91 		N:5
Smith          		Mean: 151.9 		Best: 937.4 		N:6
Smith          		Mean: 151.09 		Best: 935.37 		N:6
Higginbotham   		Mean: 227.34 		Best: 935.16 		N:4
Moffatt        		Mean: 129.6 		Best: 934.78 		N:7
Gold           		Mean: 466.66 		Best: 933.33 		N:2
Taylor         		Mean: 113.59 		Best: 927.42 		N:8
Henley         		Mean: 129.12 		Best: 923.68 		N:7
Hickman        		Mean: 300.57 		Best: 901.52 		N:3
Gaunt          		Mean: 225.57 		Best: 901.52 		N:4
Scoggins       		Mean: 128.88 		Best: 901.52 		N:7
Blackburn      		Mean: 225.08 		Best: 901.52 		N:4
Green          		Mean: 179.9 		Best: 899.03 		N:5
Robinson       		Mean: 224.59 		Best: 898.38 		N:4

########## REPORT GEN: 184 ##########
SPECIES: 
Ulrich         		Mean: 185.35 		Best: 948.91 		N:5
Lockridge      		Mean: 151.46 		Best: 948.91 		N:6
Taylor         		Mean: 228.32 		Best: 948.91 		N:4
Smith          		Mean: 303.96 		Best: 937.4 		N:3
Robinson       		Mean: 129.22 		Best: 935.37 		N:7
Higginbotham   		Mean: 152.07 		Best: 935.16 		N:6
Moffatt        		Mean: 304.72 		Best: 934.78 		N:3
Gold           		Mean: 154.14 		Best: 933.33 		N:6
Metcalf        		Mean: 150.65 		Best: 927.42 		N:6
Henley         		Mean: 302.96 		Best: 923.68 		N:3
Hickman        		Mean: 150.36 		Best: 901.52 		N:6
Gaunt          		Mean: 225.46 		Best: 901.52 		N:4
Scoggins       		Mean: 300.88 		Best: 901.52 		N:3
Blackburn      		Mean: 150.0 		Best: 901.52 		N:6
Green          		Mean: 149.93 		Best: 899.03 		N:6
Smith          		Mean: 299.44 		Best: 898.38 		N:3

########## REPORT GEN: 185 ##########
SPECIES: 
Lockridge      		Mean: 185.33 		Best: 948.91 		N:5
Green          		Mean: 151.0 		Best: 937.4 		N:6
Robinson       		Mean: 227.22 		Best: 935.37 		N:4
Higginbotham   		Mean: 229.63 		Best: 935.16 		N:4
Moffatt        		Mean: 151.35 		Best: 934.78 		N:6
Gold           		Mean: 131.38 		Best: 933.33 		N:7
Taylor         		Mean: 100.42 		Best: 927.42 		N:9
Henley         		Mean: 151.48 		Best: 923.68 		N:6
Blackburn      		Mean: 226.35 		Best: 919.5 		N:4
Hickman        		Mean: 300.52 		Best: 901.52 		N:3
Gaunt          		Mean: 225.56 		Best: 901.52 		N:4
Scoggins       		Mean: 150.47 		Best: 901.52 		N:6
Metcalf        		Mean: 224.73 		Best: 898.65 		N:4
Smith          		Mean: 224.66 		Best: 898.4 		N:4
Smith          		Mean: 179.68 		Best: 898.38 		N:5

########## REPORT GEN: 186 ##########
SPECIES: 
Lockridge      		Mean: 152.43 		Best: 948.91 		N:6
Green          		Mean: 227.17 		Best: 937.4 		N:4
Robinson       		Mean: 181.52 		Best: 935.37 		N:5
Higginbotham   		Mean: 152.1 		Best: 935.16 		N:6
Moffatt        		Mean: 304.67 		Best: 934.78 		N:3
Gold           		Mean: 466.66 		Best: 933.33 		N:2
Taylor         		Mean: 129.01 		Best: 927.42 		N:7
Henley         		Mean: 302.95 		Best: 923.68 		N:3
Blackburn      		Mean: 180.64 		Best: 919.5 		N:5
Hickman        		Mean: 180.92 		Best: 914.58 		N:5
Gaunt          		Mean: 128.88 		Best: 901.52 		N:7
Scoggins       		Mean: 300.56 		Best: 901.52 		N:3
Smith          		Mean: 224.86 		Best: 899.03 		N:4
Metcalf        		Mean: 449.14 		Best: 898.28 		N:2
Smith          		Mean: 224.57 		Best: 898.22 		N:4

########## REPORT GEN: 187 ##########
SPECIES: 
Ulrich         		Mean: 231.68 		Best: 948.91 		N:4
Metcalf        		Mean: 155.3 		Best: 948.91 		N:6
Smith          		Mean: 182.95 		Best: 937.4 		N:5
Smith          		Mean: 150.94 		Best: 935.37 		N:6
Higginbotham   		Mean: 308.12 		Best: 935.16 		N:3
Moffatt        		Mean: 151.8 		Best: 934.78 		N:6
Gold           		Mean: 233.26 		Best: 933.33 		N:4
Henley         		Mean: 150.74 		Best: 923.68 		N:6
Blackburn      		Mean: 302.01 		Best: 919.5 		N:3
Hickman        		Mean: 226.37 		Best: 914.58 		N:4
Gaunt          		Mean: 450.84 		Best: 901.52 		N:2
Scoggins       		Mean: 150.28 		Best: 901.52 		N:6
Green          		Mean: 299.85 		Best: 899.03 		N:3
Taylor         		Mean: 299.43 		Best: 898.28 		N:3

########## REPORT GEN: 188 ##########
SPECIES: 
Ulrich         		Mean: 306.07 		Best: 948.91 		N:3
Metcalf        		Mean: 228.27 		Best: 948.91 		N:4
Taylor         		Mean: 153.03 		Best: 948.91 		N:6
Smith          		Mean: 150.89 		Best: 937.4 		N:6
Robinson       		Mean: 227.26 		Best: 935.37 		N:4
Higginbotham   		Mean: 152.12 		Best: 935.16 		N:6
Moffatt        		Mean: 304.67 		Best: 934.78 		N:3
Gold           		Mean: 233.18 		Best: 933.4 		N:4
Henley         		Mean: 303.7 		Best: 930.14 		N:3
Blackburn      		Mean: 181.48 		Best: 919.5 		N:5
Gaunt          		Mean: 226.28 		Best: 914.58 		N:4
Hickman        		Mean: 225.42 		Best: 901.52 		N:4
Scoggins       		Mean: 300.59 		Best: 901.52 		N:3
Green          		Mean: 449.76 		Best: 899.03 		N:2

########## REPORT GEN: 189 ##########
SPECIES: 
Ulrich         		Mean: 305.9 		Best: 948.91 		N:3
Lockridge      		Mean: 152.28 		Best: 948.91 		N:6
Channey        		Mean: 187.03 		Best: 948.91 		N:5
Green          		Mean: 182.61 		Best: 937.4 		N:5
Smith          		Mean: 304.1 		Best: 935.37 		N:3
Higginbotham   		Mean: 308.15 		Best: 935.16 		N:3
Moffatt        		Mean: 181.82 		Best: 934.78 		N:5
Gold           		Mean: 132.18 		Best: 933.4 		N:7
Henley         		Mean: 181.34 		Best: 930.14 		N:5
Blackburn      		Mean: 302.02 		Best: 919.5 		N:3
Gaunt          		Mean: 450.86 		Best: 901.52 		N:2
Hickman        		Mean: 300.61 		Best: 901.52 		N:3
Scoggins       		Mean: 180.34 		Best: 901.52 		N:5
Smith          		Mean: 449.25 		Best: 898.4 		N:2
Robinson       		Mean: 299.43 		Best: 898.22 		N:3

########## REPORT GEN: 190 ##########
SPECIES: 
Lockridge      		Mean: 463.16 		Best: 948.91 		N:2
Channey        		Mean: 151.4 		Best: 948.91 		N:6
Metcalf        		Mean: 231.69 		Best: 948.91 		N:4
Green          		Mean: 227.14 		Best: 937.4 		N:4
Robinson       		Mean: 181.38 		Best: 935.37 		N:5
Smith          		Mean: 181.4 		Best: 935.37 		N:5
Higginbotham   		Mean: 184.45 		Best: 935.16 		N:5
Moffatt        		Mean: 304.64 		Best: 934.78 		N:3
Henley         		Mean: 307.07 		Best: 930.14 		N:3
Blackburn      		Mean: 180.65 		Best: 919.5 		N:5
Gaunt          		Mean: 180.9 		Best: 914.58 		N:5
Hickman        		Mean: 150.29 		Best: 901.52 		N:6
Scoggins       		Mean: 300.58 		Best: 901.52 		N:3
Smith          		Mean: 299.5 		Best: 898.4 		N:3
Taylor         		Mean: 299.51 		Best: 898.29 		N:3

########## REPORT GEN: 191 ##########
SPECIES: 
Lockridge      		Mean: 228.35 		Best: 948.91 		N:4
Ulrich         		Mean: 305.99 		Best: 948.91 		N:3
Taylor         		Mean: 463.14 		Best: 948.91 		N:2
Smith          		Mean: 229.67 		Best: 935.37 		N:4
Metcalf        		Mean: 458.53 		Best: 935.31 		N:2
Higginbotham   		Mean: 308.16 		Best: 935.16 		N:3
Moffatt        		Mean: 184.57 		Best: 934.78 		N:5
Green          		Mean: 181.18 		Best: 933.52 		N:5
Smith          		Mean: 226.89 		Best: 933.52 		N:4
Gold           		Mean: 466.78 		Best: 933.4 		N:2
Henley         		Mean: 185.6 		Best: 930.14 		N:5
Blackburn      		Mean: 302.01 		Best: 919.5 		N:3
Hickman        		Mean: 302.1 		Best: 914.58 		N:3
Gaunt          		Mean: 300.63 		Best: 901.52 		N:3
Scoggins       		Mean: 180.35 		Best: 901.52 		N:5
Channey        		Mean: 128.41 		Best: 899.45 		N:7
Robinson       		Mean: 449.22 		Best: 898.22 		N:2

########## REPORT GEN: 192 ##########
SPECIES: 
Ulrich         		Mean: 154.69 		Best: 948.91 		N:6
Taylor         		Mean: 463.27 		Best: 948.91 		N:2
Metcalf        		Mean: 228.25 		Best: 948.91 		N:4
Channey        		Mean: 184.28 		Best: 948.91 		N:5
Robinson       		Mean: 150.94 		Best: 935.37 		N:6
Higginbotham   		Mean: 153.51 		Best: 935.16 		N:6
Moffatt        		Mean: 308.32 		Best: 934.78 		N:3
Green          		Mean: 303.56 		Best: 933.52 		N:3
Smith          		Mean: 226.88 		Best: 933.52 		N:4
Gold           		Mean: 154.88 		Best: 933.4 		N:6
Henley         		Mean: 307.95 		Best: 930.14 		N:3
Blackburn      		Mean: 150.42 		Best: 919.5 		N:6
Hickman        		Mean: 226.32 		Best: 914.58 		N:4
Gaunt          		Mean: 150.68 		Best: 914.58 		N:6
Scoggins       		Mean: 300.6 		Best: 901.52 		N:3
Lockridge      		Mean: 224.66 		Best: 898.3 		N:4
Smith          		Mean: 449.11 		Best: 898.22 		N:2

########## REPORT GEN: 193 ##########
SPECIES: 
Ulrich         		Mean: 305.93 		Best: 948.91 		N:3
Taylor         		Mean: 182.11 		Best: 948.91 		N:5
Channey        		Mean: 231.58 		Best: 948.91 		N:4
Robinson       		Mean: 181.38 		Best: 935.37 		N:5
Lockridge      		Mean: 181.22 		Best: 935.31 		N:5
Moffatt        		Mean: 153.29 		Best: 935.26 		N:6
Higginbotham   		Mean: 305.89 		Best: 935.16 		N:3
Green          		Mean: 152.76 		Best: 933.52 		N:6
Smith          		Mean: 181.16 		Best: 933.52 		N:5
Gold           		Mean: 311.21 		Best: 933.4 		N:3
Henley         		Mean: 152.27 		Best: 930.14 		N:6
Blackburn      		Mean: 301.95 		Best: 919.5 		N:3
Gaunt          		Mean: 180.94 		Best: 914.58 		N:5
Hickman        		Mean: 300.64 		Best: 901.52 		N:3
Scoggins       		Mean: 150.29 		Best: 901.52 		N:6
Metcalf        		Mean: 224.8 		Best: 898.38 		N:4
Smith          		Mean: 449.17 		Best: 898.22 		N:2

########## REPORT GEN: 194 ##########
SPECIES: 
Ulrich         		Mean: 311.44 		Best: 948.91 		N:3
Channey        		Mean: 183.55 		Best: 948.91 		N:5
Metcalf        		Mean: 231.72 		Best: 948.91 		N:4
Smith          		Mean: 227.26 		Best: 935.37 		N:4
Robinson       		Mean: 227.23 		Best: 935.37 		N:4
Moffatt        		Mean: 308.42 		Best: 935.26 		N:3
Higginbotham   		Mean: 154.27 		Best: 935.16 		N:6
Green          		Mean: 458.27 		Best: 933.52 		N:2
Smith          		Mean: 181.2 		Best: 933.52 		N:5
Gold           		Mean: 102.94 		Best: 933.4 		N:9
Henley         		Mean: 305.47 		Best: 923.09 		N:3
Blackburn      		Mean: 151.01 		Best: 919.5 		N:6
