########## REPORT GEN: 2 ##########
SPECIES: 
Welch          		Mean: 85.79 		Best: 911.79 		N:11
Harvey         		Mean: 100.79 		Best: 942.42 		N:9
Young          		Mean: 129.94 		Best: 942.42 		N:7
Bench          		Mean: 90.77 		Best: 942.42 		N:10
Wickliff       		Mean: 114.1 		Best: 942.06 		N:8
Grady          		Mean: 303.89 		Best: 924.26 		N:3
Arnold         		Mean: 225.82 		Best: 906.17 		N:4
Hansen         		Mean: 301.95 		Best: 903.91 		N:3
Santiago       		Mean: 450.35 		Best: 900.55 		N:2
Wallace        		Mean: 112.8 		Best: 900.36 		N:8
Johnson        		Mean: 129.19 		Best: 900.34 		N:7
Campbell       		Mean: 180.4 		Best: 900.23 		N:5
Jackson        		Mean: 180.29 		Best: 900.16 		N:5
Mcquaid        		Mean: 112.72 		Best: 900.25 		N:8
Mullins        		Mean: 90.12 		Best: 900.11 		N:10
Rittenhouse    		Mean: 179.97 		Best: 899.46 		N:5

########## REPORT GEN: 63 ##########
SPECIES: 
Peveler        		Mean: 100.88 		Best: 942.42 		N:9
Nichols        		Mean: 90.89 		Best: 942.42 		N:10
Rudd           		Mean: 101.13 		Best: 942.42 		N:9
Young          		Mean: 83.13 		Best: 942.42 		N:11
Arnold         		Mean: 113.71 		Best: 942.42 		N:8
Johnson        		Mean: 153.04 		Best: 942.42 		N:6
Campbell       		Mean: 90.77 		Best: 942.42 		N:10
Jackson        		Mean: 75.66 		Best: 942.42 		N:12
Mullins        		Mean: 102.05 		Best: 942.42 		N:9
Wallace        		Mean: 462.3 		Best: 942.06 		N:2
Aponte         		Mean: 152.02 		Best: 933.89 		N:6
Grady          		Mean: 113.36 		Best: 924.26 		N:8
Bench          		Mean: 129.48 		Best: 923.99 		N:7
Minor          		Mean: 151.72 		Best: 920.44 		N:6
Harvey         		Mean: 180.51 		Best: 906.17 		N:5
Hansen         		Mean: 451.95 		Best: 903.91 		N:2
Estes          		Mean: 225.44 		Best: 900.65 		N:4
Rittenhouse    		Mean: 300.12 		Best: 900.44 		N:3
Santiago       		Mean: 301.3 		Best: 900.55 		N:3
Mcquaid        		Mean: 180.7 		Best: 900.13 		N:5
Wickliff       		Mean: 225.86 		Best: 900.08 		N:4

########## REPORT GEN: 64 ##########
SPECIES: 
Rudd           		Mean: 229.72 		Best: 942.42 		N:4
Johnson        		Mean: 130.21 		Best: 942.42 		N:7
Campbell       		Mean: 65.08 		Best: 942.42 		N:14
Mullins        		Mean: 90.89 		Best: 942.42 		N:10
Aponte         		Mean: 305.29 		Best: 942.42 		N:3
Hansen         		Mean: 463.71 		Best: 942.42 		N:2
Spann          		Mean: 231.08 		Best: 942.42 		N:4
Wickliff       		Mean: 151.6 		Best: 942.42 		N:6
Rittenhouse    		Mean: 231.14 		Best: 942.42 		N:4
Peveler        		Mean: 130.05 		Best: 924.26 		N:7
Grady          		Mean: 304.0 		Best: 924.26 		N:3
Arnold         		Mean: 150.95 		Best: 923.67 		N:6
Young          		Mean: 129.45 		Best: 906.17 		N:7
Jackson        		Mean: 151.07 		Best: 903.91 		N:6
Minor          		Mean: 300.27 		Best: 900.55 		N:3
Nichols        		Mean: 128.86 		Best: 900.65 		N:7
Bench          		Mean: 128.69 		Best: 900.44 		N:7
Wallace        		Mean: 450.54 		Best: 900.19 		N:2
Estes          		Mean: 128.81 		Best: 900.23 		N:7
Santiago       		Mean: 450.38 		Best: 900.14 		N:2
Mcquaid        		Mean: 180.36 		Best: 900.16 		N:5
Harvey         		Mean: 449.83 		Best: 899.79 		N:2

########## REPORT GEN: 65 ##########
SPECIES: 
Rudd           		Mean: 305.02 		Best: 942.42 		N:3
Johnson        		Mean: 183.67 		Best: 942.42 		N:5
Hansen         		Mean: 60.57 		Best: 942.42 		N:15
Rittenhouse    		Mean: 113.9 		Best: 942.42 		N:8
Bench          		Mean: 132.27 		Best: 942.42 		N:7
Wallace        		Mean: 228.47 		Best: 942.42 		N:4
Arnold         		Mean: 83.32 		Best: 942.42 		N:11
Spann          		Mean: 60.52 		Best: 934.03 		N:15
Harvey         		Mean: 229.64 		Best: 932.92 		N:4
Aponte         		Mean: 113.08 		Best: 928.29 		N:8
Peveler        		Mean: 227.6 		Best: 924.26 		N:4
Minor          		Mean: 302.97 		Best: 924.26 		N:3
Jackson        		Mean: 303.97 		Best: 923.67 		N:3
Wickliff       		Mean: 150.53 		Best: 904.77 		N:6
Nichols        		Mean: 225.53 		Best: 900.45 		N:4
Young          		Mean: 450.93 		Best: 900.27 		N:2
Estes          		Mean: 300.43 		Best: 900.14 		N:3
Mullins        		Mean: 300.74 		Best: 900.19 		N:3
Grady          		Mean: 129.12 		Best: 900.55 		N:7
Santiago       		Mean: 150.23 		Best: 900.22 		N:6
Campbell       		Mean: 299.91 		Best: 899.56 		N:3

########## REPORT GEN: 66 ##########
SPECIES: 
Rudd           		Mean: 131.57 		Best: 942.42 		N:7
Johnson        		Mean: 229.17 		Best: 942.42 		N:4
Rittenhouse    		Mean: 183.62 		Best: 942.42 		N:5
Bench          		Mean: 113.91 		Best: 942.42 		N:8
Wallace        		Mean: 182.36 		Best: 942.42 		N:5
Arnold         		Mean: 130.14 		Best: 942.42 		N:7
Campbell       		Mean: 227.54 		Best: 934.03 		N:4
Mcquaid        		Mean: 69.98 		Best: 932.92 		N:13
Grady          		Mean: 304.58 		Best: 928.85 		N:3
Aponte         		Mean: 228.65 		Best: 928.69 		N:4
Harvey         		Mean: 181.46 		Best: 928.24 		N:5
Hansen         		Mean: 113.24 		Best: 924.26 		N:8
Minor          		Mean: 227.31 		Best: 923.67 		N:4
Wickliff       		Mean: 150.42 		Best: 906.17 		N:6
Spann          		Mean: 128.72 		Best: 904.77 		N:7
Young          		Mean: 180.5 		Best: 901.12 		N:5
Mullins        		Mean: 180.48 		Best: 900.45 		N:5
Estes          		Mean: 225.39 		Best: 900.5 		N:4
Santiago       		Mean: 180.33 		Best: 900.26 		N:5
Jackson        		Mean: 150.09 		Best: 900.23 		N:6
Nichols        		Mean: 128.8 		Best: 900.26 		N:7
Peveler        		Mean: 225.26 		Best: 900.07 		N:4

########## REPORT GEN: 67 ##########
SPECIES: 
Rittenhouse    		Mean: 70.81 		Best: 942.42 		N:13
Arnold         		Mean: 57.02 		Best: 942.42 		N:16
Campbell       		Mean: 232.68 		Best: 942.42 		N:4
Aponte         		Mean: 183.7 		Best: 942.42 		N:5
Hansen         		Mean: 75.58 		Best: 942.42 		N:12
Spann          		Mean: 113.65 		Best: 942.42 		N:8
Santiago       		Mean: 100.63 		Best: 928.85 		N:9
Johnson        		Mean: 130.26 		Best: 928.69 		N:7
Harvey         		Mean: 100.75 		Best: 928.69 		N:9
Rudd           		Mean: 150.77 		Best: 928.24 		N:6
Minor          		Mean: 150.8 		Best: 924.26 		N:6
Wickliff       		Mean: 100.31 		Best: 923.94 		N:9
Bench          		Mean: 90.36 		Best: 904.77 		N:10
Mullins        		Mean: 90.2 		Best: 901.07 		N:10
Grady          		Mean: 225.2 		Best: 900.55 		N:4
Young          		Mean: 300.21 		Best: 900.5 		N:3
Jackson        		Mean: 90.18 		Best: 900.45 		N:10
Estes          		Mean: 112.67 		Best: 900.78 		N:8
Wallace        		Mean: 300.45 		Best: 900.25 		N:3
Nichols        		Mean: 112.65 		Best: 900.33 		N:8
Peveler        		Mean: 300.44 		Best: 900.07 		N:3

########## REPORT GEN: 68 ##########
SPECIES: 
Rittenhouse    		Mean: 230.61 		Best: 942.42 		N:4
Arnold         		Mean: 182.46 		Best: 942.42 		N:5
Campbell       		Mean: 151.59 		Best: 942.42 		N:6
Aponte         		Mean: 113.72 		Best: 942.42 		N:8
Hansen         		Mean: 100.9 		Best: 942.42 		N:9
Spann          		Mean: 151.49 		Best: 942.42 		N:6
Rudd           		Mean: 130.26 		Best: 942.42 		N:7
Wickliff       		Mean: 91.26 		Best: 942.42 		N:10
Bench          		Mean: 227.97 		Best: 928.88 		N:4
Johnson        		Mean: 304.23 		Best: 928.69 		N:3
Harvey         		Mean: 113.03 		Best: 928.69 		N:8
Santiago       		Mean: 82.5 		Best: 924.26 		N:11
Wallace        		Mean: 129.28 		Best: 914.42 		N:7
Mcquaid        		Mean: 150.74 		Best: 910.41 		N:6
Grady          		Mean: 226.17 		Best: 905.65 		N:4
Peveler        		Mean: 301.21 		Best: 900.55 		N:3
Minor          		Mean: 180.13 		Best: 900.54 		N:5
Mullins        		Mean: 225.09 		Best: 900.48 		N:4
Young          		Mean: 112.78 		Best: 900.5 		N:8
Estes          		Mean: 150.27 		Best: 901.07 		N:6
Jackson        		Mean: 180.28 		Best: 900.5 		N:5

########## REPORT GEN: 69 ##########
SPECIES: 
Rittenhouse    		Mean: 101.7 		Best: 942.42 		N:9
Arnold         		Mean: 461.25 		Best: 942.42 		N:2
Aponte         		Mean: 130.29 		Best: 942.42 		N:7
Rudd           		Mean: 130.64 		Best: 942.42 		N:7
Bench          		Mean: 101.1 		Best: 942.42 		N:9
Wallace        		Mean: 91.63 		Best: 942.42 		N:10
Santiago       		Mean: 129.56 		Best: 928.97 		N:7
Spann          		Mean: 303.67 		Best: 928.96 		N:3
Grady          		Mean: 227.66 		Best: 928.88 		N:4
Wickliff       		Mean: 152.1 		Best: 928.69 		N:6
Harvey         		Mean: 129.78 		Best: 928.69 		N:7
Nichols        		Mean: 181.62 		Best: 923.77 		N:5
Peveler        		Mean: 180.85 		Best: 905.65 		N:5
Johnson        		Mean: 90.22 		Best: 904.72 		N:10
Campbell       		Mean: 300.26 		Best: 901.84 		N:3
Hansen         		Mean: 150.67 		Best: 900.55 		N:6
Mcquaid        		Mean: 128.68 		Best: 900.54 		N:7
Young          		Mean: 225.6 		Best: 900.45 		N:4
Mullins        		Mean: 128.81 		Best: 900.5 		N:7
Jackson        		Mean: 90.11 		Best: 900.69 		N:10
Estes          		Mean: 225.41 		Best: 900.21 		N:4

########## REPORT GEN: 70 ##########
SPECIES: 
Rittenhouse    		Mean: 182.57 		Best: 942.42 		N:5
Santiago       		Mean: 228.49 		Best: 942.42 		N:4
Spann          		Mean: 114.59 		Best: 942.42 		N:8
Wickliff       		Mean: 229.74 		Best: 942.42 		N:4
Johnson        		Mean: 184.84 		Best: 942.42 		N:5
Campbell       		Mean: 82.88 		Best: 942.42 		N:11
Harvey         		Mean: 229.0 		Best: 928.97 		N:4
Rudd           		Mean: 304.69 		Best: 928.88 		N:3
Wallace        		Mean: 75.59 		Best: 928.69 		N:12
Nichols        		Mean: 130.74 		Best: 928.67 		N:7
Mullins        		Mean: 180.15 		Best: 900.72 		N:5
Estes          		Mean: 112.79 		Best: 900.6 		N:8
Jackson        		Mean: 225.38 		Best: 900.35 		N:4
Arnold         		Mean: 129.02 		Best: 900.25 		N:7
Mcquaid        		Mean: 150.46 		Best: 900.54 		N:6
Grady          		Mean: 180.65 		Best: 900.55 		N:5
Hansen         		Mean: 150.46 		Best: 900.54 		N:6
Bench          		Mean: 150.55 		Best: 900.15 		N:6
Young          		Mean: 100.2 		Best: 900.87 		N:9

########## REPORT GEN: 71 ##########
SPECIES: 
Aponte         		Mean: 101.58 		Best: 942.42 		N:9
Santiago       		Mean: 101.17 		Best: 942.42 		N:9
Spann          		Mean: 113.81 		Best: 942.42 		N:8
Campbell       		Mean: 114.26 		Best: 942.42 		N:8
Harvey         		Mean: 113.37 		Best: 942.42 		N:8
Nichols        		Mean: 231.67 		Best: 942.42 		N:4
Peveler        		Mean: 114.95 		Best: 942.42 		N:8
Johnson        		Mean: 228.36 		Best: 929.08 		N:4
Grady          		Mean: 305.92 		Best: 928.88 		N:3
Bench          		Mean: 151.38 		Best: 923.96 		N:6
Estes          		Mean: 225.52 		Best: 901.96 		N:4
Mcquaid        		Mean: 450.52 		Best: 900.81 		N:2
Wickliff       		Mean: 150.05 		Best: 900.74 		N:6
Minor          		Mean: 301.17 		Best: 900.54 		N:3
Hansen         		Mean: 301.22 		Best: 900.54 		N:3
Rudd           		Mean: 113.2 		Best: 900.92 		N:8
Young          		Mean: 300.77 		Best: 901.16 		N:3
Jackson        		Mean: 225.47 		Best: 900.72 		N:4
Wallace        		Mean: 180.31 		Best: 901.07 		N:5
Mullins        		Mean: 225.45 		Best: 900.15 		N:4

########## REPORT GEN: 72 ##########
SPECIES: 
Aponte         		Mean: 75.98 		Best: 942.42 		N:12
Harvey         		Mean: 184.8 		Best: 942.42 		N:5
Peveler        		Mean: 231.64 		Best: 942.42 		N:4
Grady          		Mean: 114.49 		Best: 942.42 		N:8
Bench          		Mean: 91.16 		Best: 942.42 		N:10
Estes          		Mean: 151.68 		Best: 942.42 		N:6
Mcquaid        		Mean: 462.72 		Best: 942.42 		N:2
Arnold         		Mean: 229.84 		Best: 942.42 		N:4
Rudd           		Mean: 232.2 		Best: 942.42 		N:4
Mullins        		Mean: 82.9 		Best: 942.42 		N:11
Hansen         		Mean: 304.51 		Best: 928.88 		N:3
Wickliff       		Mean: 457.18 		Best: 928.69 		N:2
Rittenhouse    		Mean: 130.3 		Best: 928.57 		N:7
Johnson        		Mean: 302.7 		Best: 914.42 		N:3
Nichols        		Mean: 129.49 		Best: 905.45 		N:7
Young          		Mean: 450.49 		Best: 901.12 		N:2
Minor          		Mean: 452.1 		Best: 900.81 		N:2
Jackson        		Mean: 180.13 		Best: 900.57 		N:5
Santiago       		Mean: 451.97 		Best: 900.54 		N:2
Wallace        		Mean: 150.23 		Best: 900.48 		N:6
Campbell       		Mean: 300.38 		Best: 900.18 		N:3
Spann          		Mean: 300.58 		Best: 900.23 		N:3

########## REPORT GEN: 73 ##########
SPECIES: 
Harvey         		Mean: 115.87 		Best: 942.42 		N:8
Grady          		Mean: 75.82 		Best: 942.42 		N:12
Bench          		Mean: 182.18 		Best: 942.42 		N:5
Hansen         		Mean: 114.17 		Best: 942.42 		N:8
Rittenhouse    		Mean: 65.15 		Best: 942.42 		N:14
Johnson        		Mean: 153.93 		Best: 942.42 		N:6
Rudd           		Mean: 113.97 		Best: 929.08 		N:8
Peveler        		Mean: 152.67 		Best: 928.88 		N:6
Santiago       		Mean: 304.19 		Best: 928.88 		N:3
Mullins        		Mean: 113.58 		Best: 923.96 		N:8
Wickliff       		Mean: 150.09 		Best: 902.49 		N:6
Young          		Mean: 451.16 		Best: 900.68 		N:2
Mcquaid        		Mean: 450.42 		Best: 900.54 		N:2
Minor          		Mean: 452.02 		Best: 900.54 		N:2
Wallace        		Mean: 300.82 		Best: 901.12 		N:3
Estes          		Mean: 100.15 		Best: 901.12 		N:9
Campbell       		Mean: 450.75 		Best: 900.18 		N:2
Spann          		Mean: 225.12 		Best: 900.18 		N:4
Jackson        		Mean: 180.35 		Best: 900.14 		N:5
Nichols        		Mean: 180.65 		Best: 900.25 		N:5

########## REPORT GEN: 74 ##########
SPECIES: 
Harvey         		Mean: 100.92 		Best: 942.42 		N:9
Grady          		Mean: 182.04 		Best: 942.42 		N:5
Arnold         		Mean: 461.64 		Best: 942.42 		N:2
Hansen         		Mean: 82.72 		Best: 942.42 		N:11
Rudd           		Mean: 229.98 		Best: 942.42 		N:4
Peveler        		Mean: 185.78 		Best: 942.42 		N:5
Mullins        		Mean: 462.63 		Best: 942.42 		N:2
Aponte         		Mean: 185.61 		Best: 942.42 		N:5
Jackson        		Mean: 228.62 		Best: 942.42 		N:4
Mcquaid        		Mean: 151.49 		Best: 928.88 		N:6
Nichols        		Mean: 151.36 		Best: 928.82 		N:6
Minor          		Mean: 181.62 		Best: 923.96 		N:5
Johnson        		Mean: 129.39 		Best: 902.49 		N:7
Santiago       		Mean: 100.42 		Best: 900.81 		N:9
Young          		Mean: 180.33 		Best: 900.68 		N:5
Campbell       		Mean: 300.13 		Best: 900.18 		N:3
Estes          		Mean: 300.09 		Best: 900.14 		N:3
Wallace        		Mean: 225.37 		Best: 900.12 		N:4
Spann          		Mean: 300.59 		Best: 900.17 		N:3

########## REPORT GEN: 75 ##########
SPECIES: 
Harvey         		Mean: 114.23 		Best: 942.42 		N:8
Grady          		Mean: 101.18 		Best: 942.42 		N:9
Rudd           		Mean: 468.58 		Best: 942.42 		N:2
Peveler        		Mean: 227.98 		Best: 942.42 		N:4
Aponte         		Mean: 82.67 		Best: 942.42 		N:11
Santiago       		Mean: 462.48 		Best: 942.42 		N:2
Wickliff       		Mean: 183.49 		Best: 942.42 		N:5
Rittenhouse    		Mean: 309.73 		Best: 942.42 		N:3
Campbell       		Mean: 183.06 		Best: 928.88 		N:5
Mullins        		Mean: 113.55 		Best: 928.2 		N:8
Nichols        		Mean: 450.54 		Best: 901.6 		N:2
Jackson        		Mean: 180.49 		Best: 900.83 		N:5
Hansen         		Mean: 450.61 		Best: 900.81 		N:2
Estes          		Mean: 180.53 		Best: 900.68 		N:5
Minor          		Mean: 450.56 		Best: 900.17 		N:2
Johnson        		Mean: 300.54 		Best: 900.16 		N:3
Wallace        		Mean: 225.11 		Best: 900.15 		N:4
Bench          		Mean: 300.13 		Best: 900.14 		N:3
Young          		Mean: 300.56 		Best: 900.15 		N:3
Spann          		Mean: 100.2 		Best: 900.18 		N:9
Arnold         		Mean: 300.01 		Best: 899.67 		N:3

########## REPORT GEN: 76 ##########
SPECIES: 
Grady          		Mean: 70.35 		Best: 942.42 		N:13
Aponte         		Mean: 462.46 		Best: 942.42 		N:2
Santiago       		Mean: 182.41 		Best: 942.42 		N:5
Wickliff       		Mean: 152.2 		Best: 942.42 		N:6
Campbell       		Mean: 91.71 		Best: 942.42 		N:10
Nichols        		Mean: 183.01 		Best: 942.42 		N:5
Hansen         		Mean: 462.37 		Best: 942.42 		N:2
Estes          		Mean: 113.44 		Best: 942.42 		N:8
Minor          		Mean: 181.94 		Best: 928.88 		N:5
Rittenhouse    		Mean: 91.04 		Best: 928.82 		N:10
Arnold         		Mean: 181.47 		Best: 928.2 		N:5
Peveler        		Mean: 300.4 		Best: 903.08 		N:3
Jackson        		Mean: 180.51 		Best: 900.83 		N:5
Spann          		Mean: 180.81 		Best: 900.62 		N:5
Harvey         		Mean: 450.72 		Best: 900.17 		N:2
Young          		Mean: 75.12 		Best: 900.52 		N:12
Johnson        		Mean: 180.4 		Best: 900.34 		N:5
Bench          		Mean: 450.25 		Best: 900.15 		N:2
Rudd           		Mean: 450.04 		Best: 899.66 		N:2

########## REPORT GEN: 77 ##########
SPECIES: 
Grady          		Mean: 306.09 		Best: 942.42 		N:3
Aponte         		Mean: 310.72 		Best: 942.42 		N:3
Hansen         		Mean: 91.39 		Best: 942.42 		N:10
Arnold         		Mean: 184.08 		Best: 942.42 		N:5
Jackson        		Mean: 182.12 		Best: 942.42 		N:5
Harvey         		Mean: 114.42 		Best: 942.42 		N:8
Bench          		Mean: 90.7 		Best: 942.42 		N:10
Rudd           		Mean: 230.82 		Best: 942.42 		N:4
Minor          		Mean: 227.61 		Best: 928.82 		N:4
Campbell       		Mean: 226.86 		Best: 928.2 		N:4
Mullins        		Mean: 129.7 		Best: 925.46 		N:7
Spann          		Mean: 180.37 		Best: 900.45 		N:5
Santiago       		Mean: 225.87 		Best: 900.84 		N:4
Young          		Mean: 450.9 		Best: 900.16 		N:2
Johnson        		Mean: 180.39 		Best: 900.21 		N:5
Wickliff       		Mean: 299.99 		Best: 899.66 		N:3
Rittenhouse    		Mean: 300.08 		Best: 899.67 		N:3
Estes          		Mean: 129.06 		Best: 900.15 		N:7
Peveler        		Mean: 300.08 		Best: 899.55 		N:3

########## REPORT GEN: 78 ##########
SPECIES: 
Aponte         		Mean: 113.73 		Best: 942.42 		N:8
Hansen         		Mean: 305.84 		Best: 942.42 		N:3
Harvey         		Mean: 185.89 		Best: 942.42 		N:5
Rudd           		Mean: 305.41 		Best: 942.42 		N:3
Nichols        		Mean: 130.42 		Best: 942.42 		N:7
Campbell       		Mean: 151.84 		Best: 942.42 		N:6
Mullins        		Mean: 305.65 		Best: 942.42 		N:3
Spann          		Mean: 310.3 		Best: 942.42 		N:3
Wickliff       		Mean: 183.71 		Best: 942.42 		N:5
Rittenhouse    		Mean: 152.86 		Best: 942.42 		N:6
Grady          		Mean: 183.17 		Best: 928.97 		N:5
Bench          		Mean: 90.8 		Best: 928.88 		N:10
Estes          		Mean: 227.46 		Best: 928.82 		N:4
Minor          		Mean: 64.59 		Best: 906.38 		N:14
Peveler        		Mean: 150.15 		Best: 901.6 		N:6
Arnold         		Mean: 450.43 		Best: 901.15 		N:2
Santiago       		Mean: 451.99 		Best: 900.89 		N:2
Young          		Mean: 225.23 		Best: 900.52 		N:4
Wallace        		Mean: 300.55 		Best: 900.16 		N:3
Johnson        		Mean: 180.29 		Best: 900.15 		N:5
Jackson        		Mean: 113.0 		Best: 900.23 		N:8

########## REPORT GEN: 79 ##########
SPECIES: 
Aponte         		Mean: 75.85 		Best: 942.42 		N:12
Hansen         		Mean: 130.59 		Best: 942.42 		N:7
Nichols        		Mean: 114.91 		Best: 942.42 		N:8
Mullins        		Mean: 154.16 		Best: 942.42 		N:6
Wickliff       		Mean: 130.07 		Best: 942.42 		N:7
Bench          		Mean: 151.5 		Best: 942.42 		N:6
Estes          		Mean: 69.91 		Best: 942.42 		N:13
Minor          		Mean: 466.71 		Best: 942.42 		N:2
Peveler        		Mean: 151.43 		Best: 942.42 		N:6
Arnold         		Mean: 101.73 		Best: 942.42 		N:9
Santiago       		Mean: 131.62 		Best: 942.42 		N:7
Young          		Mean: 182.12 		Best: 942.42 		N:5
Harvey         		Mean: 90.61 		Best: 928.97 		N:10
Rudd           		Mean: 183.21 		Best: 929.01 		N:5
Rittenhouse    		Mean: 128.8 		Best: 902.56 		N:7
Campbell       		Mean: 129.29 		Best: 901.15 		N:7
Grady          		Mean: 450.19 		Best: 900.37 		N:2
Johnson        		Mean: 225.35 		Best: 900.17 		N:4
Wallace        		Mean: 450.05 		Best: 900.08 		N:2
Jackson        		Mean: 300.02 		Best: 900.07 		N:3

########## REPORT GEN: 80 ##########
SPECIES: 
Aponte         		Mean: 101.38 		Best: 942.42 		N:9
Hansen         		Mean: 228.08 		Best: 942.42 		N:4
Nichols        		Mean: 115.61 		Best: 942.42 		N:8
Wickliff       		Mean: 228.07 		Best: 942.42 		N:4
Estes          		Mean: 152.6 		Best: 942.42 		N:6
Santiago       		Mean: 151.83 		Best: 942.42 		N:6
Young          		Mean: 70.1 		Best: 942.42 		N:13
Campbell       		Mean: 310.39 		Best: 942.42 		N:3
Grady          		Mean: 182.3 		Best: 942.42 		N:5
Wallace        		Mean: 82.31 		Best: 942.42 		N:11
Jackson        		Mean: 465.8 		Best: 942.42 		N:2
Harvey         		Mean: 459.04 		Best: 929.01 		N:2
Rudd           		Mean: 227.5 		Best: 928.97 		N:4
Peveler        		Mean: 129.39 		Best: 902.71 		N:7
Arnold         		Mean: 150.83 		Best: 902.53 		N:6
Bench          		Mean: 225.51 		Best: 902.14 		N:4
Minor          		Mean: 301.0 		Best: 900.37 		N:3
Johnson        		Mean: 75.04 		Best: 900.18 		N:12

########## REPORT GEN: 81 ##########
SPECIES: 
Aponte         		Mean: 465.79 		Best: 942.42 		N:2
Hansen         		Mean: 114.69 		Best: 942.42 		N:8
Nichols        		Mean: 462.39 		Best: 942.42 		N:2
Estes          		Mean: 151.47 		Best: 942.42 		N:6
Santiago       		Mean: 182.47 		Best: 942.42 		N:5
